City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,14,24.4446,0,0,23.3919,0.0912
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Wednesday,16,43.8073,0,0,35.0459,0.1138
MetropolisX,Drone,Snowy,Booming,Monday,12,69.4063,0,0,41.5109,0.3498
Neuroburg,Drone,Electromagnetic Storm,Stable,Thursday,20,69.6867,0,0,41.6786,0.0931
TechHaven,Autonomous Vehicle,Snowy,Booming,Wednesday,22,94.4684,0,1,90.4004,0.1288
MetropolisX,Drone,Solar Flare,Recession,Friday,12,37.0301,0,0,21.0398,0.2267
AquaCity,Car,Solar Flare,Recession,Thursday,6,98.8707,0,0,98.8707,0.3542
AquaCity,Flying Car,Electromagnetic Storm,Recession,Monday,21,98.1816,0,0,117.8179,0.215
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Thursday,8,46.6899,1,0,37.3519,0.1935
Neuroburg,Drone,Snowy,Recession,Friday,8,94.2521,1,0,45.0967,0.0561
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Sunday,22,78.3928,0,0,62.7142,0.1671
MetropolisX,Autonomous Vehicle,Rainy,Recession,Friday,20,31.5142,0,0,30.4618,0.1263
Neuroburg,Drone,Solar Flare,Booming,Saturday,20,47.9857,0,0,27.2646,0.1389
Neuroburg,Drone,Snowy,Stable,Saturday,1,26.4179,0,0,15.8002,0.1037
TechHaven,Autonomous Vehicle,Snowy,Stable,Saturday,17,50.2863,0,0,48.1209,0.3789
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Thursday,18,62.208,1,0,63.8147,0.2326
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Saturday,3,109.3864,0,0,87.5091,0.0921
AquaCity,Autonomous Vehicle,Clear,Recession,Wednesday,23,77.6891,0,0,69.057,0.2762
SolarisVille,Autonomous Vehicle,Snowy,Recession,Monday,11,63.9211,0,0,51.1369,0.0629
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,8,56.0825,0,0,53.6675,0.0997
SolarisVille,Autonomous Vehicle,Clear,Recession,Saturday,6,52.67,0,0,42.136,0.0841
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,6,16.3803,0,0,15.675,0.1242
SolarisVille,Autonomous Vehicle,Clear,Stable,Tuesday,23,116.3728,0,0,93.0982,0.3785
TechHaven,Drone,Clear,Recession,Wednesday,13,38.317,0,0,21.771,0.105
Ecoopolis,Drone,Rainy,Recession,Sunday,22,91.2519,0,0,45.626,0.1943
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Saturday,18,80.8674,0,0,64.6939,0.2486
Neuroburg,Drone,Rainy,Stable,Friday,6,54.5159,0,0,32.6052,0.0758
MetropolisX,Drone,Clear,Recession,Friday,18,127.83,1,0,58.1045,0.1231
AquaCity,Drone,Rainy,Recession,Saturday,16,63.4923,0,0,31.7462,0.22
Ecoopolis,Drone,Solar Flare,Booming,Thursday,19,78.6606,0,0,39.3303,0.2284
TechHaven,Autonomous Vehicle,Rainy,Stable,Friday,5,99.3168,0,0,99.6884,0.2004
SolarisVille,Drone,Snowy,Recession,Saturday,5,73.6956,0,0,36.8478,0.1825
TechHaven,Drone,Clear,Recession,Wednesday,4,67.9456,0,0,38.6054,0.1055
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Monday,20,77.76,0,0,95.7603,0.1904
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,16,42.7367,0,0,34.1893,0.1017
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,6,56.4085,0,1,53.9795,0.0579
AquaCity,Drone,Solar Flare,Recession,Saturday,13,42.3683,1,0,21.1841,0.1018
SolarisVille,Autonomous Vehicle,Rainy,Booming,Thursday,5,32.1061,0,0,25.6849,0.2466
MetropolisX,Autonomous Vehicle,Clear,Recession,Saturday,1,21.2506,0,0,19.3187,0.1858
SolarisVille,Autonomous Vehicle,Clear,Stable,Sunday,4,116.6993,0,0,93.3594,0.2203
MetropolisX,Drone,Electromagnetic Storm,Recession,Friday,15,62.6102,0,0,37.4463,0.2787
SolarisVille,Drone,Rainy,Recession,Saturday,18,59.8973,0,0,29.9487,0.1061
Neuroburg,Car,Rainy,Booming,Tuesday,3,49.6468,0,0,59.3862,0.1265
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Wednesday,20,26.5331,0,0,23.585,0.1804
TechHaven,Autonomous Vehicle,Rainy,Booming,Wednesday,2,59.4241,0,0,56.8652,0.2316
MetropolisX,Car,Rainy,Recession,Thursday,9,83.2238,0,0,99.55,0.2146
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Monday,13,104.6272,0,0,95.1157,0.2517
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,22,83.5808,0,0,75.9826,0.2195
AquaCity,Drone,Rainy,Recession,Monday,22,39.6804,0,0,19.8402,0.0782
MetropolisX,Drone,Solar Flare,Recession,Monday,7,117.5602,1,0,53.4365,0.2568
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,6,31.6233,0,0,30.2615,0.2752
SolarisVille,Autonomous Vehicle,Rainy,Booming,Monday,14,70.2833,0,0,56.2267,0.3444
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,3,66.5848,0,0,63.7175,0.0549
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,0,57.9413,0,0,55.4462,0.0608
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,0,33.7569,0,0,32.3033,0.1253
Ecoopolis,Drone,Electromagnetic Storm,Stable,Saturday,21,92.4235,0,0,46.2117,0.2356
Ecoopolis,Car,Electromagnetic Storm,Stable,Saturday,14,40.9349,1,0,40.9349,0.1875
MetropolisX,Autonomous Vehicle,Clear,Recession,Tuesday,12,97.1527,0,0,88.3207,0.1514
Ecoopolis,Flying Car,Snowy,Recession,Monday,10,49.182,0,0,59.0184,0.1379
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Sunday,9,38.0864,0,0,30.4691,0.15
SolarisVille,Drone,Clear,Stable,Saturday,10,37.2596,0,0,18.6298,0.2925
SolarisVille,Autonomous Vehicle,Clear,Recession,Monday,23,61.88,0,0,49.504,0.1518
TechHaven,Autonomous Vehicle,Snowy,Recession,Monday,16,18.6038,0,0,17.8027,0.0852
Neuroburg,Autonomous Vehicle,Snowy,Stable,Sunday,1,32.3903,0,0,30.9955,0.1287
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Saturday,13,96.0,1,0,88.5443,0.2094
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,3,96.0,0,0,81.7681,0.1912
MetropolisX,Autonomous Vehicle,Snowy,Recession,Sunday,20,52.663,0,0,50.3952,0.2957
Neuroburg,Autonomous Vehicle,Clear,Recession,Friday,10,95.6946,0,1,86.9951,0.0545
TechHaven,Car,Clear,Booming,Wednesday,23,89.4127,0,0,101.6053,0.3399
TechHaven,Autonomous Vehicle,Snowy,Booming,Sunday,17,64.1416,0,0,61.3795,0.1226
AquaCity,Car,Rainy,Recession,Saturday,1,62.8103,0,0,62.8103,0.0978
AquaCity,Drone,Rainy,Recession,Sunday,10,38.8204,0,0,19.4102,0.1656
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,16,71.8576,0,0,68.7633,0.3413
TechHaven,Autonomous Vehicle,Rainy,Booming,Wednesday,10,76.2885,0,0,73.0033,0.2668
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,23,59.4982,0,0,56.9361,0.1337
TechHaven,Autonomous Vehicle,Snowy,Recession,Sunday,22,66.0711,0,0,63.2259,0.0952
MetropolisX,Drone,Snowy,Recession,Saturday,17,93.2018,0,0,55.7427,0.2316
Ecoopolis,Drone,Electromagnetic Storm,Booming,Tuesday,16,79.1057,0,0,39.5529,0.229
SolarisVille,Autonomous Vehicle,Snowy,Stable,Sunday,12,59.8145,1,0,47.8516,0.2511
TechHaven,Autonomous Vehicle,Rainy,Recession,Wednesday,7,73.6598,1,0,78.3198,0.0535
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,22,34.5651,0,0,33.0766,0.0509
Neuroburg,Autonomous Vehicle,Clear,Booming,Wednesday,19,67.7619,0,0,52.6511,0.0993
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Saturday,22,86.4,0,0,84.4639,0.2365
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Friday,12,27.4751,0,0,21.9801,0.0515
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Friday,7,45.2228,1,0,36.1783,0.2122
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,23,44.2733,0,0,40.2484,0.2112
SolarisVille,Autonomous Vehicle,Snowy,Booming,Monday,19,66.9296,0,0,59.493,0.2288
Ecoopolis,Drone,Rainy,Booming,Sunday,5,45.0285,0,0,22.5143,0.2344
Neuroburg,Drone,Clear,Recession,Thursday,7,77.6591,1,0,35.2996,0.069
MetropolisX,Autonomous Vehicle,Snowy,Recession,Wednesday,22,53.8363,0,0,51.518,0.3011
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Friday,20,85.8972,0,0,72.304,0.3476
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,13,72.8127,0,0,69.6773,0.0711
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,16,90.1224,0,1,86.2415,0.0925
Neuroburg,Drone,Rainy,Booming,Saturday,7,18.6759,0,0,11.1698,0.0669
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,10,46.5163,0,0,42.2876,0.1182
MetropolisX,Flying Car,Snowy,Recession,Monday,15,78.2998,0,0,112.3921,0.2991
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Wednesday,21,42.217,0,0,37.5262,0.2058
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,1,26.9105,0,0,25.7517,0.1183
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Friday,5,41.0182,0,0,32.8146,0.2087
MetropolisX,Autonomous Vehicle,Rainy,Recession,Monday,14,103.0721,0,0,98.6336,0.2443
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Wednesday,7,38.9194,1,0,28.305,0.1897
SolarisVille,Drone,Solar Flare,Booming,Saturday,21,120.0,0,0,63.5793,0.2928
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Wednesday,16,64.5463,0,0,51.6371,0.2409
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Friday,19,56.2584,0,0,50.0075,0.0752
SolarisVille,Autonomous Vehicle,Rainy,Stable,Tuesday,10,82.0717,0,0,65.6574,0.2796
TechHaven,Drone,Rainy,Stable,Thursday,1,20.2271,0,0,12.0975,0.1969
AquaCity,Autonomous Vehicle,Clear,Recession,Sunday,2,27.9705,0,0,22.3764,0.0646
SolarisVille,Autonomous Vehicle,Snowy,Recession,Wednesday,11,18.2293,0,0,14.5835,0.0567
SolarisVille,Car,Snowy,Booming,Friday,21,67.2078,0,0,67.2078,0.2685
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,17,16.2057,1,0,12.9646,0.1091
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,22,67.3271,0,0,64.4279,0.2514
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Monday,18,17.7861,1,0,15.8098,0.1331
AquaCity,Drone,Solar Flare,Recession,Saturday,15,65.2313,0,0,32.6156,0.2162
TechHaven,Drone,Solar Flare,Booming,Thursday,12,46.001,0,0,26.137,0.2495
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Thursday,10,65.0173,0,0,59.1067,0.0685
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Tuesday,19,96.418,0,0,88.5381,0.3444
MetropolisX,Autonomous Vehicle,Clear,Recession,Sunday,19,33.4261,0,0,30.3873,0.117
TechHaven,Autonomous Vehicle,Clear,Recession,Tuesday,17,42.6006,1,0,30.9822,0.0987
SolarisVille,Flying Car,Solar Flare,Stable,Wednesday,0,58.3996,0,0,70.0795,0.1238
TechHaven,Car,Solar Flare,Stable,Saturday,20,42.174,0,0,47.925,0.1829
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,6,21.8952,0,0,17.5162,0.2033
TechHaven,Drone,Electromagnetic Storm,Booming,Monday,1,13.8605,0,0,8.2898,0.2174
Neuroburg,Flying Car,Rainy,Stable,Thursday,4,62.5614,0,0,89.801,0.081
TechHaven,Drone,Rainy,Stable,Tuesday,12,44.6052,0,0,26.6778,0.1395
TechHaven,Drone,Snowy,Stable,Sunday,23,27.8332,0,0,23.1203,0.2684
TechHaven,Drone,Rainy,Stable,Saturday,19,56.5221,0,0,33.8051,0.1759
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Wednesday,5,64.9897,0,0,59.0815,0.2662
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Saturday,2,101.3557,0,0,92.1415,0.2596
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,2,39.9205,0,0,38.2015,0.0873
Neuroburg,Autonomous Vehicle,Clear,Stable,Thursday,2,92.6359,0,0,84.2145,0.0802
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,15,98.6259,0,0,94.3789,0.0692
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Tuesday,18,36.5262,1,0,32.4678,0.1221
MetropolisX,Autonomous Vehicle,Rainy,Recession,Friday,20,108.0252,0,0,104.4176,0.1787
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Monday,4,86.4,0,0,86.1675,0.2362
SolarisVille,Flying Car,Clear,Recession,Monday,18,49.07,1,0,58.8839,0.1364
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Saturday,11,20.4609,0,0,16.3687,0.0679
SolarisVille,Drone,Clear,Stable,Sunday,7,64.1535,0,0,32.0768,0.2772
AquaCity,Flying Car,Clear,Recession,Sunday,9,54.6708,0,0,65.605,0.152
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,10,117.0824,0,0,93.6659,0.1557
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,0,64.9771,0,0,59.0701,0.1313
TechHaven,Autonomous Vehicle,Rainy,Recession,Thursday,2,34.4893,0,0,33.0041,0.1548
SolarisVille,Drone,Snowy,Booming,Saturday,0,82.2558,0,0,41.1279,0.3507
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,19,44.4884,0,0,40.444,0.2451
Ecoopolis,Car,Rainy,Recession,Thursday,18,22.7918,1,0,22.7918,0.0573
AquaCity,Car,Snowy,Recession,Wednesday,10,59.087,0,0,59.087,0.1197
Ecoopolis,Autonomous Vehicle,Clear,Recession,Friday,21,45.4179,0,0,40.3715,0.0501
Neuroburg,Autonomous Vehicle,Rainy,Stable,Saturday,13,30.2925,1,0,23.1905,0.0731
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,1,81.6137,0,0,74.1943,0.1924
TechHaven,Drone,Rainy,Recession,Tuesday,11,23.3858,0,0,19.426,0.063
TechHaven,Drone,Rainy,Booming,Sunday,8,37.5929,0,0,22.4838,0.3331
SolarisVille,Autonomous Vehicle,Snowy,Booming,Thursday,14,90.2064,0,0,72.1651,0.2861
Ecoopolis,Drone,Clear,Booming,Monday,19,88.8053,0,0,44.4026,0.2512
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Friday,16,126.8031,0,0,115.2755,0.2308
Neuroburg,Drone,Solar Flare,Recession,Monday,18,112.3262,1,0,51.0574,0.0556
MetropolisX,Autonomous Vehicle,Rainy,Recession,Monday,21,69.2458,0,0,66.9332,0.2172
TechHaven,Autonomous Vehicle,Clear,Booming,Sunday,19,71.4785,0,0,64.9805,0.2677
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,7,101.329,1,0,86.1916,0.1045
Ecoopolis,Autonomous Vehicle,Clear,Stable,Tuesday,7,76.8,1,0,83.1061,0.2341
Ecoopolis,Flying Car,Clear,Recession,Thursday,13,78.0119,0,1,93.6143,0.0829
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Friday,5,120.0,0,0,103.5901,0.1874
Neuroburg,Drone,Clear,Booming,Wednesday,2,104.5575,0,0,59.4077,0.0635
Ecoopolis,Drone,Electromagnetic Storm,Stable,Sunday,22,96.0,0,0,49.4913,0.354
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Monday,9,81.8055,0,0,74.3687,0.2109
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,18,59.2113,1,0,52.6323,0.1662
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,3,95.4648,0,0,91.3538,0.102
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,7,54.0568,1,0,43.2454,0.3411
Neuroburg,Autonomous Vehicle,Snowy,Booming,Wednesday,16,41.7394,0,0,39.942,0.0679
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Friday,3,42.8721,0,0,34.2977,0.2078
TechHaven,Drone,Snowy,Stable,Sunday,4,74.9476,0,0,44.8251,0.2491
Neuroburg,Drone,Rainy,Stable,Thursday,5,32.213,0,0,19.2661,0.1015
Neuroburg,Drone,Rainy,Booming,Saturday,13,80.1183,1,0,38.3341,0.0534
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,6,38.3352,0,0,30.6682,0.0988
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Monday,21,31.5941,0,0,24.5486,0.1602
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,6,94.9373,0,0,86.3066,0.1088
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Thursday,3,96.0,0,0,100.0243,0.2423
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,8,105.9888,1,0,81.1398,0.2779
TechHaven,Drone,Solar Flare,Booming,Monday,10,102.5648,0,0,58.2755,0.2596
Ecoopolis,Car,Clear,Booming,Monday,10,20.6089,0,0,20.6089,0.2812
Ecoopolis,Drone,Rainy,Stable,Wednesday,23,84.6236,0,0,42.3118,0.2427
TechHaven,Autonomous Vehicle,Rainy,Recession,Sunday,12,103.1414,1,0,78.9599,0.1242
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Monday,5,43.8151,0,0,39.8319,0.0756
Neuroburg,Drone,Solar Flare,Recession,Thursday,18,72.2389,1,0,32.8359,0.0662
SolarisVille,Autonomous Vehicle,Rainy,Booming,Thursday,16,77.5787,0,0,62.0629,0.3785
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,16,56.4593,0,0,45.1675,0.186
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,9,27.1757,0,0,26.0055,0.1939
SolarisVille,Drone,Electromagnetic Storm,Stable,Monday,10,37.4794,0,0,18.7397,0.3782
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,11,59.3525,0,0,56.7966,0.0645
TechHaven,Autonomous Vehicle,Clear,Booming,Friday,0,72.3094,0,0,65.7358,0.1536
AquaCity,Autonomous Vehicle,Solar Flare,Stable,Tuesday,23,106.0016,0,0,84.8013,0.3403
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Saturday,17,107.2267,0,0,95.3126,0.1579
Neuroburg,Autonomous Vehicle,Snowy,Stable,Friday,18,126.7644,1,0,86.3335,0.0747
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,9,97.9158,0,0,93.6994,0.0835
TechHaven,Drone,Electromagnetic Storm,Booming,Tuesday,7,99.4771,1,0,47.5967,0.2977
MetropolisX,Drone,Clear,Recession,Saturday,18,43.6085,0,1,24.7776,0.1553
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,2,20.7491,0,0,18.8628,0.0989
SolarisVille,Car,Snowy,Recession,Monday,8,18.2709,1,0,18.2709,0.265
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,23,57.2395,0,1,54.7747,0.1227
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Wednesday,22,74.9435,0,0,85.163,0.0972
Ecoopolis,Car,Electromagnetic Storm,Recession,Monday,14,21.0404,0,0,21.0404,0.0764
SolarisVille,Autonomous Vehicle,Snowy,Recession,Wednesday,23,68.4831,0,0,54.7865,0.1027
SolarisVille,Car,Rainy,Booming,Tuesday,19,76.0587,0,0,95.0733,0.295
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,19,41.3251,0,0,33.7996,0.084
Neuroburg,Autonomous Vehicle,Clear,Booming,Thursday,10,78.3859,0,0,71.2599,0.0995
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Thursday,0,42.0789,0,0,33.6631,0.1593
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,6,40.1756,0,0,36.5233,0.3511
Neuroburg,Drone,Clear,Recession,Wednesday,19,80.6136,0,0,45.8032,0.0585
SolarisVille,Autonomous Vehicle,Snowy,Booming,Tuesday,3,58.2029,0,0,46.5623,0.3371
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,16,23.0841,0,0,18.4673,0.1683
TechHaven,Drone,Solar Flare,Recession,Friday,4,61.1698,0,0,34.7556,0.1384
Neuroburg,Autonomous Vehicle,Clear,Stable,Tuesday,3,76.1876,0,0,69.2614,0.1017
TechHaven,Autonomous Vehicle,Snowy,Booming,Monday,16,52.0581,0,0,49.8164,0.169
Neuroburg,Autonomous Vehicle,Snowy,Stable,Tuesday,6,70.7963,0,0,67.7476,0.086
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Sunday,4,89.5159,0,0,81.3781,0.1104
Neuroburg,Autonomous Vehicle,Clear,Stable,Tuesday,13,77.6154,0,1,70.5595,0.1013
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Tuesday,7,95.04,1,0,87.217,0.2022
SolarisVille,Drone,Snowy,Recession,Sunday,23,33.6968,0,0,16.8484,0.2856
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Tuesday,21,35.1794,0,0,31.2705,0.2342
SolarisVille,Drone,Electromagnetic Storm,Recession,Tuesday,18,91.496,1,0,45.748,0.163
Ecoopolis,Drone,Rainy,Booming,Wednesday,14,65.2108,0,0,32.6054,0.2482
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,20,52.5028,0,1,46.5203,0.1613
Neuroburg,Autonomous Vehicle,Rainy,Stable,Monday,17,94.3713,1,0,72.246,0.0651
SolarisVille,Autonomous Vehicle,Snowy,Stable,Monday,4,53.9513,0,0,43.161,0.2362
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,13,22.3572,0,0,21.3945,0.09
TechHaven,Autonomous Vehicle,Rainy,Recession,Wednesday,12,33.5703,0,0,32.1247,0.1348
Ecoopolis,Autonomous Vehicle,Clear,Stable,Monday,1,84.8522,0,0,67.8818,0.1362
Neuroburg,Flying Car,Electromagnetic Storm,Stable,Tuesday,15,65.1212,0,0,93.4754,0.1039
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,20,85.6658,0,0,82.8049,0.1715
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Monday,21,21.3301,0,0,18.9601,0.2092
TechHaven,Autonomous Vehicle,Clear,Recession,Sunday,11,62.3929,0,0,56.7208,0.1076
Ecoopolis,Car,Rainy,Recession,Thursday,10,81.4346,0,0,81.4346,0.1185
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,12,50.271,0,0,40.2168,0.0775
SolarisVille,Autonomous Vehicle,Snowy,Stable,Friday,13,84.5207,0,0,67.6166,0.2724
TechHaven,Autonomous Vehicle,Snowy,Booming,Friday,5,65.8552,0,0,63.0193,0.2113
MetropolisX,Autonomous Vehicle,Snowy,Booming,Tuesday,9,43.8552,0,0,41.9667,0.3462
TechHaven,Autonomous Vehicle,Rainy,Booming,Thursday,14,23.8447,0,0,22.8179,0.1824
MetropolisX,Autonomous Vehicle,Clear,Recession,Friday,22,34.4999,0,0,49.7835,0.0936
Ecoopolis,Autonomous Vehicle,Clear,Recession,Saturday,22,23.5605,0,0,18.8484,0.0859
TechHaven,Autonomous Vehicle,Snowy,Booming,Friday,10,47.7294,0,0,45.6741,0.1937
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Sunday,16,20.1311,0,0,16.1049,0.2637
AquaCity,Autonomous Vehicle,Snowy,Recession,Monday,2,23.3746,0,0,18.6997,0.2072
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,13,112.916,0,1,90.3328,0.0618
Ecoopolis,Drone,Electromagnetic Storm,Stable,Sunday,22,69.1804,0,0,34.5902,0.1669
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Thursday,4,84.9069,0,0,77.188,0.225
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,21,89.1405,0,0,78.9832,0.1002
Neuroburg,Drone,Rainy,Recession,Friday,0,41.7609,0,0,24.9766,0.0536
Neuroburg,Autonomous Vehicle,Rainy,Booming,Friday,19,28.6691,0,0,23.4483,0.0965
Neuroburg,Drone,Rainy,Stable,Thursday,7,45.6733,1,0,21.8533,0.1383
Neuroburg,Drone,Solar Flare,Booming,Friday,10,39.5376,0,0,22.4645,0.0837
MetropolisX,Drone,Snowy,Recession,Friday,12,56.9005,0,0,34.0314,0.1211
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,14,90.1852,0,0,86.3016,0.1662
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Monday,3,77.2913,0,0,70.2648,0.2496
SolarisVille,Autonomous Vehicle,Rainy,Recession,Tuesday,10,22.007,0,0,17.6056,0.1011
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,17,31.3123,0,0,25.0499,0.2684
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,14,48.2303,0,0,43.8458,0.1065
TechHaven,Drone,Rainy,Stable,Friday,22,60.0506,0,0,35.9154,0.1385
SolarisVille,Flying Car,Electromagnetic Storm,Recession,Friday,2,79.2542,0,0,95.105,0.127
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,8,30.9185,1,0,23.6696,0.1153
Ecoopolis,Drone,Snowy,Booming,Sunday,8,49.5268,0,0,24.7634,0.1721
SolarisVille,Drone,Electromagnetic Storm,Booming,Monday,11,106.9999,0,0,53.5,0.3777
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Friday,10,91.0939,0,0,72.8751,0.0899
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Sunday,0,73.1934,0,0,66.5394,0.0699
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Tuesday,5,86.4,0,0,91.7365,0.1816
AquaCity,Autonomous Vehicle,Snowy,Recession,Wednesday,18,28.662,1,0,25.4773,0.1984
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Saturday,11,22.9658,0,0,22.9658,0.275
MetropolisX,Drone,Clear,Recession,Thursday,22,36.0696,0,0,20.4941,0.1245
AquaCity,Car,Clear,Recession,Thursday,13,34.7456,0,0,34.7456,0.1011
Neuroburg,Flying Car,Snowy,Stable,Saturday,0,45.7577,0,0,65.6809,0.1155
AquaCity,Drone,Clear,Recession,Thursday,4,24.9068,0,0,12.4534,0.2265
Neuroburg,Autonomous Vehicle,Snowy,Booming,Thursday,19,53.2711,0,1,43.5702,0.0841
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Wednesday,11,25.5781,0,0,23.2529,0.0822
